Bedrooms,Bathrooms,Sqft,Year_Built,Price (ETH)
5,2,3150,1964,26.4
3,2,638,2000,38.376
6,1,523,2002,40.346000000000004
6,6,4898,1966,32.596000000000004
6,5,3497,2001,46.994
5,1,4112,1996,44.024
6,3,4633,1976,36.166
4,4,872,1977,28.444
4,1,2334,1956,19.968
3,3,1977,1976,29.354
3,1,708,2001,38.716
2,1,1250,1951,14.3
4,4,3732,1969,30.164
2,1,568,2021,47.936
2,1,2896,1967,25.592
5,3,1354,2012,47.108000000000004
2,2,3730,2014,51.06
4,2,1656,1956,18.912
5,3,2546,1985,35.992000000000004
2,2,1462,1967,23.024
6,1,1792,2010,46.884
5,1,4744,1966,30.288
3,3,3007,1960,23.414
3,3,2463,1990,37.326
1,1,3760,1990,38.32
4,4,3346,1959,24.392
5,4,1375,2007,44.95
5,1,773,1992,35.346000000000004
6,5,2329,1975,31.658
5,3,3923,1975,33.746
4,2,2408,2016,50.416
2,1,781,1982,28.862000000000002
3,2,1516,1952,16.131999999999998
6,2,1647,1950,16.894
3,1,3170,1966,26.14
6,4,1587,1997,40.873999999999995
6,5,792,1956,19.084
4,3,3511,1973,31.422
2,1,1094,1998,37.488
2,1,1921,1968,24.142000000000003
2,1,1703,2013,46.206
3,1,1470,1976,27.740000000000002
3,3,1054,1991,35.008
4,1,1113,2007,43.025999999999996
2,1,844,1954,14.988000000000001
3,3,4380,1983,37.66
1,1,990,2008,41.78
5,5,3467,1977,34.434
5,1,4246,1976,34.292
5,2,2516,1960,23.131999999999998
6,6,3306,1953,22.912
1,1,1784,1980,29.368000000000002
2,1,1375,2009,43.55
1,1,4796,2000,45.392
5,3,671,1967,23.242
4,3,1701,1992,37.302
3,1,1766,1976,28.332
6,5,4380,1975,35.76
4,4,1839,1954,18.878
2,2,3161,1965,25.422
2,1,833,2022,48.966
2,1,2577,2012,47.454
6,2,2123,1985,35.346000000000004
1,1,4385,2002,45.57
2,2,3288,1954,20.176000000000002
3,1,3018,1982,33.836
4,4,1671,2001,42.042
5,3,3266,2021,55.432
3,3,3926,1966,28.252000000000002
3,1,1633,1962,21.066000000000003
3,1,2263,2013,47.826
5,5,4494,2003,49.488
6,6,3392,1965,29.084
2,1,4990,1954,23.28
6,3,911,2003,42.222
6,2,4965,1993,45.03
6,6,2510,1955,22.32
5,5,906,1957,19.311999999999998
2,1,1563,1972,25.426000000000002
3,2,521,1972,24.142
5,4,1190,1970,26.08
1,1,4281,2013,50.862
5,2,3225,1991,40.05
6,4,1820,2008,46.84
1,1,851,1990,32.502
2,2,793,2017,46.686
6,2,1441,1968,25.482
1,1,4201,2008,48.202
1,1,4379,2011,50.058
1,1,2973,1956,19.746000000000002
3,3,3624,1971,30.148
5,3,871,2014,47.141999999999996
5,2,4158,2018,55.416
3,3,1257,1985,32.414
6,6,2097,1962,24.994
6,2,1263,1970,26.126
1,1,2959,1973,28.218
5,5,3339,2023,57.178
2,1,4125,1985,37.05
4,2,4847,2008,51.294
2,1,3824,1962,24.948
6,2,2222,1952,19.044
5,5,4978,1992,44.956
4,3,1449,1991,36.298
1,1,3693,1966,26.186
1,1,4891,1960,25.582
1,1,2287,1958,19.374000000000002
5,2,4147,1980,36.394
3,3,4513,1971,31.926000000000002
2,1,3259,1971,28.318
1,1,1414,1966,21.628
2,2,1897,2021,50.894
1,1,1989,2002,40.778
1,1,2071,1966,22.942
3,1,1374,1952,15.548000000000002
3,2,2992,1976,31.084
2,1,3678,1995,41.156
1,1,2782,1995,38.864000000000004
5,2,2946,1973,30.492
6,3,4664,1974,35.228
6,3,3402,2002,46.704
2,1,2107,1995,38.014
5,1,4688,2008,51.176
1,1,1724,1962,20.248
4,3,3721,1984,37.342
4,4,4359,1977,35.418
3,3,1856,1979,30.612000000000002
3,3,4252,1997,44.403999999999996
2,1,536,1953,13.872
4,4,1676,1952,17.552
3,3,2184,2008,45.768
4,4,3475,1986,38.15
6,1,3542,2004,47.384
4,2,982,2008,43.564
3,2,2418,1994,38.936
1,1,692,1994,34.184
4,2,2936,2016,51.472
5,2,2745,1957,22.09
1,1,4250,2020,54.3
2,2,809,1976,26.218
1,1,4056,1973,30.412
5,4,4827,1968,32.354
3,3,1815,1993,37.53
2,1,3546,1972,29.392000000000003
3,3,1644,2002,41.688
3,3,2383,1992,38.166
1,1,4166,1953,20.632
4,2,4828,2017,55.756
3,1,2528,1952,17.856
4,4,2493,2018,52.186
5,1,4458,2015,54.216
6,1,861,1978,29.022
4,4,4398,1984,38.995999999999995
4,3,505,1995,36.41
5,3,2032,1965,24.964
3,3,2603,2019,52.106
2,1,2587,1994,38.474000000000004
6,2,4544,2018,56.688
2,2,2946,1996,40.492000000000004
3,1,2329,1970,26.458000000000002
4,2,2360,1955,19.82
2,2,1828,1978,29.256
1,1,4660,1999,44.620000000000005
4,3,4647,1965,29.694000000000003
1,1,1607,1960,19.014000000000003
3,2,4683,2017,54.966
2,2,3043,1989,37.186
4,4,4651,1956,25.502
3,2,4470,1994,43.04
6,4,2686,1964,26.572
6,5,3863,2004,49.226
6,6,3887,1974,34.574
1,1,4627,2023,56.554
4,1,2404,1986,35.108000000000004
2,2,697,1984,29.994
5,5,2479,1970,28.958
2,2,4761,2013,52.622
4,1,1135,1997,38.07
6,2,2306,2001,43.712
5,1,4777,2018,56.354
6,5,1044,2016,49.588
4,1,1347,1963,21.494
2,2,2355,1972,27.31
1,1,1838,2008,43.476
3,1,2800,1958,21.400000000000002
2,2,1876,2009,44.852000000000004
2,1,1947,1996,38.194
4,2,4404,1992,42.408
1,1,3547,1994,39.894000000000005
5,3,3276,2013,51.452
4,1,3782,1971,30.364
6,1,2778,1972,29.856
5,2,4526,1996,45.152
3,1,555,2019,47.41
4,4,774,2015,47.248
4,4,4729,2016,55.658
2,2,3065,1960,22.73
4,3,835,1955,17.07
1,1,4133,2012,50.066
6,3,1576,1975,29.552
6,5,1343,1992,38.186
2,2,2245,1964,23.09
5,3,4309,1974,34.018
4,3,1382,1973,27.164
3,3,1110,2005,42.120000000000005
4,1,800,1961,19.4
6,2,3567,1979,35.234
1,1,3253,1964,24.306
5,3,3538,2008,49.476
1,1,2186,2018,49.172
3,3,1661,1967,24.222
5,2,1702,1970,26.503999999999998
4,1,1557,1950,15.414000000000001
4,2,1673,2015,48.446
3,3,4371,1968,30.142000000000003
2,2,4478,1984,37.556
2,1,1503,1996,37.306
2,2,696,1960,17.991999999999997
2,1,4011,1974,31.322000000000003
4,3,838,1967,23.076
3,2,4824,1951,22.247999999999998
6,2,2762,2005,46.623999999999995
3,3,3044,1954,20.488
1,1,2546,2013,47.392
1,1,1148,2016,46.096000000000004
2,1,3335,1957,21.47
2,2,4705,2023,57.51
1,1,2742,2010,46.284
4,3,1665,2004,43.230000000000004
1,1,3042,2018,50.884
5,5,4140,1985,39.78
5,5,4735,1966,31.47
6,2,1143,1975,28.386
4,3,2952,2017,52.304
4,1,2449,1970,27.198
6,1,4192,2000,46.684
3,1,2565,1997,40.43
1,1,3727,1979,32.754000000000005
2,1,4395,2003,46.59
5,4,2063,2014,49.826
3,3,703,1970,23.806
3,2,1841,1955,18.282
6,6,1963,1977,32.226
6,6,1682,1951,18.664
3,1,3509,1979,33.318
4,2,1465,1991,36.03
1,1,1813,2012,45.426
4,1,3219,2007,47.238
5,3,1582,1972,27.564
1,1,1778,1969,23.856
6,2,4764,1971,33.628
3,1,1102,2013,45.504000000000005
3,1,2611,2000,42.022000000000006
3,2,683,2010,43.466
3,1,4518,1960,25.836
2,2,1886,1954,17.372
2,1,887,1965,20.574
3,1,3523,1954,20.846
2,1,1766,1974,26.832
3,1,521,1952,13.842
3,2,1447,1969,24.494
1,1,867,1990,32.534
3,3,4512,2003,47.924
6,5,717,1953,17.433999999999997
2,2,4729,2009,50.558
2,2,2421,1951,16.942
3,1,1853,1981,31.006
6,1,1519,2001,41.838
2,2,522,1968,21.644
3,2,1722,1957,19.044
5,5,3004,1979,34.507999999999996
5,4,1941,1976,30.582
2,2,957,2007,42.013999999999996
5,5,1631,1993,38.762
6,6,3484,1951,22.268
4,3,1802,1996,39.504000000000005
6,4,3057,1971,30.814
5,1,4999,2020,57.798
6,5,2948,2009,49.896
6,6,504,1955,18.308
3,1,752,1993,34.804
1,1,4806,2018,54.412
5,1,1396,2004,42.592
2,2,1193,1992,34.986000000000004
4,3,2508,2017,51.416
3,3,4825,1998,46.05
1,1,1036,1966,20.872
4,1,1677,1983,32.153999999999996
3,2,601,2008,42.302
1,1,2964,1952,17.728
6,1,3608,2022,56.516000000000005
4,2,1769,2013,47.638
6,6,2834,2003,46.968
3,2,2409,1983,33.418
6,5,4997,1954,26.494
5,2,4849,1965,30.298000000000002
2,2,4828,2013,52.756
1,1,2387,1969,25.074
2,1,3467,1957,21.734
4,2,3387,1976,32.373999999999995
4,1,4424,1993,42.648
5,1,3034,1978,32.868
5,5,1182,1951,16.864
3,3,1327,2000,40.054
5,1,4103,1997,44.506
3,3,4695,1968,30.79
3,1,3136,1985,35.572
4,4,2194,2009,47.088
6,3,2277,1953,19.954
1,1,4688,1989,39.676
4,2,4042,1982,36.684
1,1,897,1963,19.094
5,2,1316,1971,26.232
4,4,2047,1997,40.794
4,3,2449,2013,49.298
4,2,4170,1956,23.939999999999998
2,2,2247,1999,40.594
4,4,2238,1996,40.676
5,4,4261,2012,53.222
2,1,3302,1973,29.404
1,1,4237,1988,38.274
2,1,1612,2006,42.524
2,2,1542,1984,31.683999999999997
4,1,2597,1950,17.494
4,1,3518,1951,19.836000000000002
2,2,1446,1980,29.491999999999997
1,1,3250,1988,36.3
2,1,2314,2021,51.428
1,1,1050,1974,24.9
4,4,2199,2022,53.598
3,3,4667,1968,30.734
2,1,1723,1981,30.246000000000002
3,3,4901,1984,39.202
3,2,4385,2019,55.37
3,2,1429,1982,30.958
3,1,2759,2009,46.818
6,1,3571,2020,55.442
4,3,2024,1985,34.448
2,2,4516,1950,20.631999999999998
2,1,2797,2019,51.394000000000005
5,5,644,2013,46.788
2,2,4545,2022,56.69
6,5,2924,1992,41.348
3,2,956,2011,44.512
5,2,3096,1978,33.292
3,3,1964,1986,34.328
6,1,3975,1956,24.25
2,1,3845,1960,23.990000000000002
3,1,4721,1988,40.242000000000004
4,2,2587,1969,27.274
6,2,1552,1968,25.704
2,2,4956,1980,36.512
6,3,3639,2004,48.178
2,2,1090,1990,33.78
5,3,1685,1988,35.769999999999996
1,1,1700,1954,16.200000000000003
1,1,4599,1977,33.498000000000005
6,1,3288,2009,49.376000000000005
2,2,4660,2005,48.42
6,2,1009,2001,41.118
5,3,1849,2023,53.598
4,1,1767,1952,16.834000000000003
5,3,3361,2021,55.622
2,1,545,1977,25.89
6,4,1624,1991,37.948
3,3,794,2005,41.488
5,1,3033,2021,54.366
1,1,4053,1996,41.906
2,1,1883,2020,50.066
5,1,3531,1997,43.362
3,1,4829,2015,53.958
4,2,3100,2019,53.3
2,1,1474,1995,36.748000000000005
4,1,3412,1989,38.624
5,2,1862,1967,25.323999999999998
2,1,2207,1994,37.714
4,3,757,1974,26.414
4,3,4218,2008,50.336
3,3,1880,1956,19.16
5,4,1662,2012,48.024
6,6,2170,1976,32.14
2,2,3166,1981,33.432
1,1,1707,1995,36.714
4,1,973,2002,40.246
5,5,3199,1978,34.397999999999996
4,4,4053,2015,53.806
5,4,4601,1965,30.402
5,1,614,1956,17.028
5,3,3271,1970,29.942
1,1,834,1982,28.468
5,2,3052,1996,42.204
6,4,3583,1985,38.866
6,1,4037,2023,57.874
2,2,4047,1974,31.694
5,1,804,2021,49.908
3,2,3890,2020,54.879999999999995
4,3,3869,1971,31.138
2,2,1110,1980,28.82
3,3,3663,1953,21.226
4,2,2759,2008,47.117999999999995
6,6,4810,2010,54.42
6,2,1304,1993,37.708
5,1,1677,1999,40.653999999999996
5,2,3759,1972,31.618
2,1,1345,1971,24.490000000000002
4,4,1591,2005,43.882
4,2,1557,1961,21.214
1,1,2923,1954,18.646
4,3,896,1994,36.692
6,6,3032,1955,23.364
2,2,1679,2000,39.958
1,1,2179,2020,50.158
6,1,3882,1982,37.064
4,4,2961,1993,40.622
3,1,1013,1960,18.826
1,1,1904,2003,41.108000000000004
4,3,4212,1983,37.824
4,3,3142,1982,35.184
1,1,2962,1976,29.724
5,3,3378,1993,41.656
3,1,2560,2012,47.92
1,1,4224,2005,46.748000000000005
6,3,1574,1974,29.048000000000002
2,1,3672,1996,41.644000000000005
4,3,1115,1952,16.130000000000003
3,3,3897,2011,50.694
6,3,514,1987,33.428
1,1,3689,2011,48.678
4,1,3540,2002,45.38
3,1,4668,1972,32.136
1,1,2917,1952,17.634
3,1,2952,1969,27.204
4,4,4795,2016,55.79
1,1,1278,2011,43.856
6,5,4896,2019,58.792
5,1,3484,1957,23.268
3,2,1160,2023,50.92
6,2,3385,2023,56.870000000000005
3,2,4357,1979,35.314
5,5,1612,1961,22.724
2,2,2177,1964,22.954
2,1,3772,2021,54.344
5,5,4789,1973,35.078
2,2,1733,1993,36.566
2,2,3475,1996,41.55
3,3,1615,1957,19.130000000000003
1,1,4277,2004,46.354
6,1,3240,2015,52.28
6,2,2277,1951,18.654
3,1,2715,1995,39.730000000000004
5,5,2866,1953,21.232
3,3,1246,1968,23.892
6,6,1225,1966,25.25
4,1,2874,1993,39.548
1,1,4009,1960,23.818
5,4,611,1982,30.921999999999997
2,2,2023,1967,24.146
6,6,1351,2019,52.002
3,1,1723,1981,30.746000000000002
6,3,3699,1965,28.798000000000002
1,1,1860,1976,27.520000000000003
5,5,4325,2022,58.65
3,1,3045,1987,36.39
3,1,3713,2000,44.226
4,4,1489,2022,52.178
3,1,4577,1961,26.454
3,2,874,1964,20.848
6,4,2024,1957,21.747999999999998
1,1,1581,1979,28.462
3,3,3287,1954,20.974
2,2,1017,1999,38.134
4,2,4559,1993,43.218
2,1,4760,1989,40.32
5,2,2973,1994,41.046
2,1,2203,1954,17.706
6,6,1260,1950,17.32
3,3,1224,2005,42.348
5,5,3380,1994,42.76
4,3,3089,1986,37.078
2,2,636,1998,36.872
4,4,1877,1954,18.954
6,2,3690,2006,48.980000000000004
4,4,4398,1966,29.996
1,1,1156,1975,25.612000000000002
6,3,2370,1978,32.64
5,5,4129,2011,52.758
2,1,3186,2009,47.172
4,4,4477,2003,48.653999999999996
3,3,4384,1978,35.168
2,1,2022,1994,37.344
2,2,3667,1972,29.934
6,2,2994,1996,42.588
4,2,4701,1958,26.002000000000002
4,4,898,2022,50.995999999999995
1,1,3765,1978,32.33
3,1,3546,2006,46.892
2,2,3614,1994,40.828
1,1,3759,2008,47.318
5,3,4635,2000,47.67
4,3,4806,1975,35.012
5,1,4272,1994,43.344
3,2,1683,1989,34.966
1,1,797,1990,32.394
2,1,775,1997,36.35
3,3,2212,1963,23.324
1,1,1557,2011,44.414
6,1,4108,1978,35.516
5,4,1844,1987,35.888
6,1,2368,1990,38.036
6,6,2716,2007,48.732
5,2,2679,2013,49.958
1,1,4533,2014,51.866
5,1,2110,1991,37.519999999999996
3,1,4761,1979,35.822
4,2,2730,1983,34.56
2,2,4828,1970,31.256
4,3,4871,2000,47.642
1,1,1816,1988,33.432
5,2,3321,1950,19.742
2,2,4193,1958,23.986
1,1,2150,1977,28.6
1,1,3080,1974,28.96
5,1,1807,1951,16.914
6,3,3103,1966,28.106
1,1,2786,2009,45.872
5,2,4053,1961,26.706
2,1,4146,1991,40.092
5,2,1975,1991,37.55
3,2,530,1957,16.66
5,1,3994,1975,33.288
6,6,2618,1983,36.536
1,1,889,2005,40.078
5,4,1301,1967,24.802
1,1,2586,2014,47.972
5,1,1877,1992,37.554
3,2,1910,1999,40.42
5,4,1092,1990,35.884
4,1,2808,2017,51.416
5,5,2849,1958,23.698
3,2,4015,2001,45.629999999999995
2,2,4222,1990,40.044
6,6,1317,1998,41.434
1,1,4646,1990,40.092
5,3,4478,1954,24.356
1,1,2066,2007,43.432
4,3,1666,1998,40.232
1,1,2755,2011,46.81
5,1,990,1998,38.78
6,5,1773,2016,51.046
6,3,2445,2015,51.29
6,4,2590,2004,46.379999999999995
5,3,2601,2001,44.102000000000004
6,4,2348,1976,31.896
1,1,1116,1955,15.532
2,1,3493,1958,22.286
2,1,1707,2017,48.214
1,1,1357,1983,30.014000000000003
4,3,710,1987,32.82
3,3,2224,1982,32.848
4,1,1738,2001,41.275999999999996
3,2,1537,2022,51.174
5,2,1746,1964,23.592
6,5,2105,2021,54.21
2,1,2249,1973,27.298000000000002
5,1,2573,1958,21.946
1,1,3070,2000,41.94
6,4,3790,1973,33.28
1,1,4829,1992,41.458
5,1,3104,2001,44.508
4,2,4644,1990,41.888
6,2,768,2017,48.635999999999996
2,2,1512,1954,16.624
4,1,873,1966,22.046
1,1,2385,2004,42.57
6,6,1396,1979,32.092
2,2,619,2019,47.338
3,2,4420,2008,49.94
4,2,1890,1997,39.879999999999995
1,1,863,1952,13.526
1,1,4943,2008,49.686
3,2,1474,1963,21.548000000000002
5,3,4075,1996,44.55
3,1,1679,2000,40.158
6,6,549,2019,50.398
4,4,4544,1995,44.788
1,1,3585,1954,19.97
1,1,504,1970,21.808
3,3,1622,1976,28.644
4,3,4691,2011,52.782
1,1,2691,1966,24.182000000000002
2,1,1480,1998,38.260000000000005
4,3,2204,1990,37.308
3,3,4601,2022,57.602000000000004
4,3,1694,1958,20.288
3,1,4098,2006,47.996
5,5,1362,2002,42.724000000000004
6,5,1410,1979,31.82
1,1,871,1979,27.042
6,3,3857,1990,41.614000000000004
5,5,3058,1965,27.616
6,4,4364,2003,49.428
1,1,4587,1984,36.974000000000004
1,1,4622,1980,35.044
2,2,3086,1963,24.272
4,4,3147,1955,21.994
6,6,2429,2009,49.158
1,1,2698,1961,21.696
2,2,2216,2004,43.032
6,2,1357,1952,17.314
5,1,4139,1978,35.078
4,1,4155,1951,21.11
5,2,1822,1989,36.244
1,1,819,2004,39.438
5,3,629,1979,29.158
4,1,2471,1999,41.742000000000004
3,2,2997,2012,49.094
5,2,4241,1968,30.582
4,2,2506,1962,23.612000000000002
2,2,3878,1954,21.356
3,1,3036,1995,40.372
6,4,4285,1987,41.269999999999996
6,3,1572,1988,36.044
3,1,2664,1990,37.128
1,1,995,1954,14.790000000000001
6,4,4892,1975,36.484
1,1,4430,2019,54.16
6,3,4518,2003,49.436
4,4,1839,1989,36.378
6,6,2324,1957,22.948
6,4,4708,2019,58.116
1,1,2132,2008,44.064
1,1,1634,1993,35.568
5,1,1388,1966,23.576
1,1,3385,2018,51.57
5,4,2192,1980,33.084
3,1,4140,1974,32.08
1,1,4212,2021,54.724000000000004
3,2,1906,2018,49.912
1,1,1781,1970,24.362000000000002
5,1,4833,1956,25.466
4,3,2503,1990,37.906
1,1,1176,1992,34.152
6,1,1052,1994,37.403999999999996
4,2,2761,1960,23.122
4,4,3676,1951,21.052
2,2,3906,1984,36.412
3,3,3979,1984,37.358000000000004
2,1,1238,1960,18.776
3,1,587,1962,18.974
3,3,4860,1950,22.12
4,4,2822,2005,46.344
6,3,2841,1974,31.582
6,5,3365,2016,54.230000000000004
2,1,3297,1963,24.394000000000002
5,3,3384,2019,54.668
3,1,4693,1984,38.186
1,1,2102,2017,48.504000000000005
4,1,3532,2020,54.364000000000004
2,1,3770,1967,27.34
4,2,776,1972,25.152
6,6,1021,2019,51.342
6,4,927,1992,37.054
5,1,1407,1971,26.114
6,1,2503,2017,51.806
6,3,2857,1991,40.114000000000004
4,1,3763,1956,22.826
4,3,4551,1966,30.002000000000002
6,4,4939,1977,37.578
5,4,4303,1968,31.305999999999997
2,1,3677,2007,47.153999999999996
4,3,4087,2012,52.074
3,1,4346,2018,54.492000000000004
5,2,1309,1997,39.218
1,1,1780,1968,23.36
2,2,1884,1994,37.368
3,2,3856,1985,37.312
2,2,3912,1983,35.924
5,5,2852,1959,24.204
2,2,586,1998,36.772
3,1,792,1994,35.384
5,4,3124,2020,54.948
4,2,1561,1960,20.722
5,3,3202,1970,29.804000000000002
1,1,4761,1977,33.822
2,1,3504,1986,36.308
3,3,803,2015,46.506
1,1,4036,1951,19.372
5,3,1912,2012,48.224000000000004
1,1,3198,1964,24.196
1,1,4886,1963,27.072000000000003
3,1,1294,1959,18.888
1,1,1435,1988,32.67
5,3,854,1976,28.108
6,5,2038,2014,50.576
6,6,1301,2016,50.402
1,1,1033,1972,23.866
1,1,3176,2006,45.152
3,1,2880,1996,40.56
6,3,4934,1974,35.768
3,1,826,1958,17.452
4,3,3987,2019,55.374
1,1,2227,1999,39.754000000000005
4,3,4539,1982,37.978
3,1,4578,2006,48.956
3,1,2197,1968,25.194000000000003
1,1,877,1950,12.554
4,1,3708,2020,54.716
4,3,684,1983,30.768
5,3,2425,1982,34.25
4,3,4156,2010,51.212
6,6,4245,2018,57.29
1,1,4508,1973,31.316000000000003
4,2,746,2000,39.092
3,1,2465,1958,20.73
6,4,1926,1984,35.052
2,2,1122,2010,43.844
4,3,890,1973,26.18
4,1,2909,1980,33.118
6,6,670,1998,40.14
1,1,4696,2014,52.192
6,3,3310,2011,51.019999999999996
1,1,1538,1966,21.876
1,1,1299,2007,41.897999999999996
3,2,3352,1950,18.804
3,2,596,2018,47.292
4,4,4172,1990,41.544
4,3,4984,1964,29.868000000000002
2,1,3591,1975,30.982
4,1,3901,1979,34.602000000000004
4,2,4228,1992,42.056
3,3,810,1967,22.52
5,1,3201,2023,55.702
6,1,2528,1977,31.856
6,4,2227,1953,20.154
2,2,4758,1981,36.616
2,2,3800,1961,24.7
3,1,4069,2023,56.438
4,3,4450,1965,29.3
2,2,4162,2003,46.424
5,2,4504,2013,53.608000000000004
6,5,3624,1954,23.748
4,3,1462,1997,39.324
1,1,1012,1991,33.324
6,6,1593,1987,36.486000000000004
5,4,4328,1973,33.856
4,2,3520,1955,22.14
3,3,4519,1958,25.438000000000002
2,2,2400,1989,35.9
5,2,1756,1999,41.111999999999995
4,4,1347,1961,21.394
2,2,3762,2015,51.623999999999995
5,4,3681,1956,24.061999999999998
3,3,4635,2008,50.67
4,3,2127,1966,25.154
4,1,3027,1992,39.354
6,1,878,2000,40.056
2,2,1500,2018,48.6
3,2,3296,1967,27.192
5,5,3717,2003,47.934
6,6,4760,1982,40.32
1,1,3610,1994,40.019999999999996
1,1,4885,1969,30.07
5,3,4359,1977,35.618
1,1,3484,1981,33.268
3,3,4157,1952,21.714
1,1,507,2010,41.814
5,2,1718,2020,51.536
1,1,2701,2009,45.702
5,1,2127,2009,46.554
5,5,2563,1954,21.126
5,1,629,1978,28.058
5,4,3390,2023,56.980000000000004
2,1,4477,1960,25.254
4,1,750,2006,41.8
4,4,980,1991,35.66
2,1,2926,2020,52.152
3,3,3845,1980,35.09
6,2,1000,1979,30.1
1,1,4306,1981,34.912
6,4,2192,2014,50.584
2,2,4377,2018,54.354
1,1,1061,2022,48.922
2,2,4335,1967,28.77
6,1,3071,1992,40.442
1,1,2481,1995,38.262
4,1,3147,1983,35.094
4,3,4857,1969,32.114000000000004
2,1,1225,2015,46.25
1,1,2224,1988,34.248000000000005
1,1,3379,2015,50.058
4,4,1351,1960,20.902
6,4,1470,1979,31.64
3,2,2546,2017,50.692
4,4,4526,1979,36.751999999999995
5,2,1297,1975,28.194
5,3,2044,1951,17.988
6,5,4479,1991,43.958
1,1,1755,2009,43.81
5,5,2290,2022,54.58
6,2,2439,2002,44.478
6,5,596,1964,22.692
1,1,3233,1957,20.766000000000002
2,2,2037,2000,40.674
5,1,2626,2012,49.052
3,2,1036,1977,27.672
4,4,4962,2007,51.623999999999995
6,1,2379,1995,40.558
6,5,1372,2012,48.244
1,1,3216,1967,25.732
4,3,1208,1953,16.816000000000003
2,2,2545,1988,35.69
5,1,2448,2002,43.696
6,6,2123,2021,54.546
1,1,2718,2004,43.236000000000004
1,1,521,1980,26.842
3,3,2052,1989,36.004000000000005
2,2,2471,2021,52.042
5,4,2111,2017,51.422
3,1,2542,2008,45.884
3,3,4947,1962,28.294
2,1,3485,2005,45.769999999999996
4,3,645,2003,40.69
3,3,2555,1998,41.510000000000005
2,1,2893,1952,18.086000000000002
4,2,1915,1959,20.93
6,2,4684,1971,33.468
5,3,2400,1973,29.7
4,1,1585,1959,19.97
2,2,2132,1991,36.364000000000004
1,1,3257,1954,19.314
2,2,4255,2018,54.11
4,2,1459,1973,27.018
5,2,2271,1966,25.642
5,1,2003,1998,40.806
2,2,883,1956,16.366
4,1,3500,1986,37.3
5,4,1482,2008,45.664
1,1,2709,1958,20.218
4,2,1931,2008,45.462
6,6,877,1983,33.054
5,4,4116,1969,31.432
6,6,4798,1980,39.396
5,2,4020,2016,54.14
2,1,3195,1992,38.69
3,2,3582,1961,24.764
6,6,1919,1976,31.638
4,3,2225,1970,27.35
2,2,4785,1978,35.17
2,1,1067,1980,28.434
4,3,3459,2018,53.818
2,2,3119,2018,51.838
1,1,4400,2001,45.1
3,1,2816,1975,29.932000000000002
4,1,1401,1959,19.602
4,2,4035,1978,34.67
5,3,4570,1985,40.04
1,1,1920,1954,16.64
5,5,4906,2022,59.812
4,1,838,2009,43.476
5,2,1677,1994,38.454
6,1,2565,1992,39.43
1,1,1524,1967,22.348
4,1,3087,1970,28.474
6,4,1101,1985,33.902
5,1,1823,2006,44.446
1,1,1081,1984,29.962
2,1,4414,2008,49.128
6,5,3789,1971,32.578
2,1,588,1957,15.976
1,1,4116,1995,41.532
4,3,1725,2004,43.35
3,1,2092,1954,17.984
5,1,4653,1992,43.106
3,2,2598,1995,39.796
1,1,2071,1957,18.442
4,1,1636,2002,41.572
4,4,3558,1976,33.316
3,2,1221,1973,26.042
2,1,4160,1989,39.120000000000005
2,1,2216,2017,49.232
3,1,953,2007,42.206
1,1,4736,2004,47.272
1,1,2986,2010,46.772000000000006
3,3,3149,2019,53.198
3,1,1986,1950,15.772
1,1,2334,1956,18.468
5,3,1794,2010,46.988
6,6,4868,1958,28.536
5,1,1660,1955,18.62
2,2,2115,1991,36.33
1,1,3219,2002,43.238
6,3,787,1970,25.474
4,4,3268,1972,30.736
1,1,4033,1958,22.866
5,4,4320,1977,35.84
1,1,3921,2004,45.642
4,3,4441,2006,49.782
3,3,3526,2006,47.452
4,2,3612,1984,36.824
2,1,2539,2016,49.378
3,3,2659,1958,21.718
5,2,1980,2020,52.06
6,6,1706,2012,49.212
4,1,1020,2019,48.84
5,3,4594,1969,32.088
1,1,4567,1961,25.434
2,1,4776,1974,32.852000000000004
3,1,2294,1951,16.888
1,1,3068,1969,26.436
6,6,3315,1965,28.93
3,3,816,2019,48.532
3,1,1890,1955,18.080000000000002
3,3,4777,1962,27.954
5,2,2273,1984,34.646
3,1,1702,2022,51.204
4,1,707,1993,35.214
5,4,634,1966,22.968
6,5,4587,2018,57.674
6,3,4209,1966,30.318
4,1,561,1995,35.922
1,1,4422,2003,46.144
6,4,2584,2009,48.867999999999995
2,2,3571,1967,27.242
6,6,3284,1960,26.368000000000002
5,2,3152,1957,22.904
3,1,1202,1977,27.704
1,1,1192,1982,29.184
4,3,994,1979,29.387999999999998
3,1,2161,1960,21.122
1,1,3364,1977,31.028
3,1,2613,1965,24.526
6,4,3340,1967,29.38
6,6,1901,1957,22.102
4,1,736,1994,35.772
3,1,1110,1986,32.02
3,3,1905,1975,28.71
4,2,3372,1986,37.344
1,1,3652,2003,44.604
6,5,4931,1976,37.362
1,1,1997,1951,15.294
1,1,4243,1967,27.786
6,1,3426,1986,38.152
6,3,976,1993,37.352000000000004
3,3,3507,1997,42.914
6,2,2685,1951,19.47
5,1,3393,1954,21.586000000000002
6,1,3381,1980,35.062
3,2,3159,1952,19.418
4,4,3949,1961,26.598
6,3,1250,1986,34.4
1,1,2739,2009,45.778
3,3,647,2021,49.194
5,2,544,1974,26.188
6,4,4954,2008,53.108
3,3,591,1961,19.082
4,2,2613,2000,42.826
